ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Hospital Funding Type/Non-Profit Status,CHNA_Year,Service_Area_Type,Service_Area_Zip,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6740085,CHRISTUS St. Michael Rehabilitation Hospital,2400 St Michael Drive,Texarkana,75503-2374,TX,CHRISTUS Health,Non-Profit,2023,Combination,"Bowie, Cass, Hempstead (Arkansas), Howard (Arkansas), Little River (Arkansas), Miller (Arkansas), Sevier (Arkansas)","71801, 71852, 71822, 71854, 71837, 71832, 75501, 75503, 75559, 75561, 75567, 75569, 75570, 75551, 75563, 75572",N/A,"Advance Health and Wellbeing: Chronic illness (cancer, heart disease, diabetes, obesity), Behavioral health (mental health, substance abuse), Access to Care; Build Resilient Communities & Improve Social Determinants of Health: Reducing Smoking and Vaping, Improving Employment, Improving Food Access","Advance Health and Wellbeing: Chronic illness (cancer, heart disease, diabetes, obesity), Behavioral health (mental health, substance abuse), Access to Care; Build Resilient Communities & Improve Social Determinants of Health: Reducing Smoking and Vaping, Improving Employment, Improving Food Access",https://www.christushealth.org/-/media/christus-health/connect-with-christus/files/community-involvement-and-commitment/st-michael-health-system/smhs_chna_2023.ashx,https://www.christushealth.org/-/media/christus-health/connect-with-christus/files/community-involvement-and-commitment/st-michael-health-system/smhs_chip_2023.ashx,N/A
6740044,"CHRISTUS Trinity Mother Frances Rehabilitation Hospital, a partner of Encompass Health",3131 Troup Highway,Tyler,75701-8352,TX,Encompass Health Corporation,Non-Profit,2023,Combination,"Anderson, Cherokee, Delta, Franklin, Henderson, Hopkins, Rains, Rusk, Smith, Van Zandt, Wood","75763, 75801, 75803, 75757, 75766, 75785, 75432, 75457, 75751, 75758, 75420, 75431, 75433, 75437, 75482, 75440, 75654, 75701, 75702, 75703, 75704, 75706, 75707, 75708, 75709, 75762, 75771, 75789, 75791, 75103, 75140, 75754, 75790, 75494, 75497, 75765, 75773, 75783",N/A,"Advance Health and Wellbeing:Speciality Care and Chronic Disease Management( Obesity, Heart Disease, Diabetes, Cancer), Behavioral Health (Mental Health, Substance Abuse), Primary care, Education; Building Resilient Communities & Improve Social Determinants: Improving Food Access, Reducing Smoking and Vaping ","Advance Health and Wellbeing:Speciality Care and Chronic Disease Management( Obesity, Heart Disease, Diabetes, Cancer), Behavioral Health (Mental Health, Substance Abuse), Primary care, Education; Building Resilient Communities & Improve Social Determinants: Improving Food Access, Reducing Smoking and Vaping  ",https://www.christushealth.org/-/media/christus-health/connect-with-christus/files/community-involvement-and-commitment/trinity-mother-frances-rehabilitation-hospital/tmf_rehab_chna_2023.ashx,https://www.christushealth.org/-/media/christus-health/connect-with-christus/files/community-involvement-and-commitment/trinity-mother-frances-rehabilitation-hospital/tmfhs_rehab_chip_2023.ashx,N/A
6743625,Citizens Medical Center,2701 Hospital Drive,Victoria,77901-5749,TX,,Non-Profit,N/A unable to find,,,,,,,,,
6740964,City Hospital at White Rock,9440 Poppy Drive,Dallas,75218-3694,TX,,For-Profit,N/A unable to find,,,,,,,,,
6743112,Clarity Child Guidance Center,8535 Tom Slick,San Antonio,78229-3363,TX,,Non-Profit,2021,Combination,"Bexar, Comal","78254, 78245, 78253, 78251, 78228, 78250, 78227, 78240, 78242, 78237",N/A,"Invest in development, Increase access to care, Expand levels/types of care in the community, End stigma of mental illnessthrough community campaigns, Implement care coordination to create more effectice utilization of services for high-risk children, Additional inpatient beds ","Invest in development, Increase access to care, Expand levels/types of care in the community, End stigma of mental illnessthrough community campaigns, Implement care coordination to create more effectice utilization of services for high-risk children, Additional inpatient beds ",https://www.claritycgc.org/wp-content/uploads/2022/03/Clarity-CGC-CHNA-2021-Final-Approved-Date.pdf,https://www.claritycgc.org/wp-content/uploads/2022/06/Community-Mental-Health-Implementation-Plan-FY-2022-boy.pdf,N/A
6741815,Clay County Memorial Hospital,310 West South Street,Henrietta,76365-3346,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6741089,Cleveland Emergency Hospital,1017 South Travis Avenue,Cleveland,77327-5152,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6742566,Cochran Memorial Hospital,201 East Grant Street,Morton,79346-3444,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6743291,Cogdell Memorial Hospital,1700 Cogdell Boulevard,Snyder,79549-6198,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6740660,Coleman County Medical Center,310 South Pecos Street,Coleman,76834-4159,TX,Preferred Management Corporation,Non-Profit,N/A unable to find,,,,,,,,,
6740490,College Station Medical Center,1604 Rock Prairie Road,College Station,77845-8345,TX,"Community Health Systems, Inc.",Non-Profit,N/A unable to find,,,,,,,,,
6743720,Collingsworth General Hospital,1013 15th Street,Wellington,79095-3703,TX,Preferred Management Corporation,Unable to Find,N/A unable to find,,,,,,,,,
6740690,Columbus Community Hospital,110 Shult Drive,Columbus,78934-3010,TX,,Non-Profit,2022,List of Counties,Colorado,N/A,N/A,"Covid, Develop the repository of Community Information, Mental Health, Diabetes, Youth","Covid, Mental Health, Diabetes",https://secureservercdn.net/45.40.148.239/h91.339.myftpupload.com/wp-content/uploads/2022/05/CCH_CHNA-2022_51822-1.pdf,https://h91339.p3cdn1.secureserver.net/wp-content/uploads/2024/05/Community-Needs-Assessment-signed-2024.pdf,N/A
6749090,Comanche County Medical Center,10201 Highway 16 North,Comanche,76442-4462,TX,,Non-Profit,2020,Combination of counties and zip codes," Brown,Comanche, Eastland, Erath, Hamilton, Mills","76471, 76454,76445, 76446, 76444, 76474, 76442, 76857, 76801",N/A,"Primary Care (Pediatric Care, Womens Care, Accessibility to Services), Cancer Care, Lifestyle, Mental Health, Tobacco Usage, Dental care","Primary Care( Women and Children), Cancer Care (Preventive care and treatment), Menatl Health (Psychiatric care, treatment and suicide prevention)",https://www.comanchecmc.org/wp-content/uploads/2020/12/CCMC-2020-Community-Health-Needs-Assessment-CHNA-FINAL.pdf,https://www.comanchecmc.org/wp-content/uploads/2022/02/CCMC-2020-CHNA-Implementation-Strategy-FINAL.pdf,N/A
6741192,Concho County Hospital,614 Eaker Street,Eden,76837-0359,TX,,Non-Profit,2022,List of Counties,"Concho, Menard",N/A,N/A,"Social and Environmental (Water, Housing, Employment, Health Insurance Access, Education), Mental Health, Drug and Alcohol Abuse, Communication and Awareness of Locally Available Health Services, Access to Primary Care Practitioners, Access to Specialty Physicians, Community Collaboration to Address Ongoing Social Determinants of Health","Social and Environmental (Water, Housing, Employment, Health Insurance Access, Education), Mental Health, Drug and Alcohol Abuse, Communication and Awareness of Locally Available Health Services, Access to Primary Care Practitioners, Access to Specialty Physicians, Community Collaboration to Address Ongoing Social Determinants of Health",https://www.conchocounty.hospital/docs/CCH_CHNA_Report_2022_%281%29.pdf,N/A,bobellzey@gmail.com
6741340,Connally Memorial Medical Center,499 10th Street,Floresville,78114-3175,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6740344,ContinueCARE Hospital at Hendrick Medical Center,1900 Pine Street,Abilene,79601-2432,TX,Community Hospital Corporation,Non-Profit,2022,List of Counties,Taylor,N/A,N/A,"Access to Affordable Care and Reducing Health Disparities Among Specific Populations  Prevention, Education and Services to Address High Mortality Rates, Chronic Diseases, Preventable Conditions and Unhealthy Lifestyles, Access to Specialty Care Services and Providers , Access to Primary Care Services and Providers, Access to Mental and Behavioral Health Care Services and Providers , Access to Dental Care Services and Providers","Access to Affordable Care and Reducing Health Disparities Among Specific Populations Prevention, Education and Services to Address High Mortality Rates, Chronic Diseases, Preventable Conditions and Unhealthy Lifestyles, Access to Specialty Care Services and Providers, Access to Primary Care Services and Providers, Access to Mental and Behavioral Health Care Services and Providers, Access to Dental Care Services and Providers",https://hendrick.continuecare.org/wp-content/uploads/2022/05/CCH-at-Hendrick-Medical-Center-2022-CHNA-and-Implementation-Plan-Report-FINAL-February-2022-1.pdf,https://hendrick.continuecare.org/wp-content/uploads/2022/05/CCH-at-Hendrick-Medical-Center-2022-CHNA-and-Implementation-Plan-Report-FINAL-February-2022-1.pdf,N/A
6741064,ContinueCARE Hospital at Medical Center (Odessa),"500 West Fourth Street, 4th Floor",Odessa,79761-5001,TX,Community Hospital Corporation,Non-Profit,2022,List of Counties,Ector,N/A,N/A,"Prevention, Education and Services to Address High Mortality Rates, Chronic Diseases, Preventable Conditions and Unhealthy Lifestyles, Access to Primary and Specialty Care Services and Providers, Continued Focus on COVID19 Prevention & Response,Increased Emphasis on Addressing Social Determinants of Health , Access to Mental and Behavioral Health Care Services and Providers","Prevention, Education and Services to Address High Mortality Rates, Chronic Disease Preventable Conditions and Unhealthy Lifestyles, Access to Affordable Care and Reducing Health Disparities Among Specific Populations, Access to Primary Care Services, Access to Specialty Care Services , Access to Mental and Behavioral Health Care , Need for Emphasis on Improved Availability of Affordable Housing",https://odessa.continuecare.org/chna/,https://odessa.continuecare.org/chna/,CHNA_CCHOdessa@continuecare.net
6740969,ContinueCARE Hospital at Midland Memorial,"4214 Andrews Highway, 3rd Floor",Midland,79703-4822,TX,Community Hospital Corporation,Non-Profit,N/A unable to find,,,,,,,,,
6741425,Cook Children's Medical Center,801 Seventh Avenue,Fort Worth,76104-2796,TX,,Non-Profit,2021,List of Counties," Denton, Hood, Johnson, Parker, Tarrant, Wise, Collin ,Denton ,Wise",N/A,N/A,"Equitable access to health care,  asthma, healthy lifestyles (obesity prevention),  mental health,  oral health,  parenting and family support (abuse and neglect prevention) , injury prevention","Overall Health and Well-Being, Oral health, Mental Health,  Healthy Lifestyles, Parenting and Family Support, Injury Prevention , Asthma",https://www.cookchildrens.org/siteassets/documents/about/2021-chna_final_board-approved-04-26-2022.pdf,https://www.cookchildrens.org/siteassets/documents/about/2021-chna_final_board-approved-04-26-2022.pdf,CHNAFeedback@cookchildrens.org
6740890,Coon Memorial Hospital,1411 Denver Avenue,Dalhart,79022-4809,TX,,Public,N/A unable to find,,,,,,,,,
6740057,Cornerstone Hospital of Austin,4207 Burnet Road,Austin,78756-3396,TX,Cornerstone Healthcare Group,Non-Profit,2022,List of Counties,"Austin, Travis",N/A,N/A,"Mental and behavioral health,  Chronic diseases, Primary and specialty care, System of care, Social determinants of health","Diabetes, Mental Health, Access to Healthcare",Austin 2022 CHA_050622_FINAL_Corrected.pdf (austintexas.gov),Austin 2022 CHA_050622_FINAL_Corrected.pdf (austintexas.gov),N/A
6740229,Cornerstone Hospital of Houston at Clearlake,709 Medical Center Boulevard,Webster,77598,TX,Cornerstone Healthcare Group,Non-Profit,N/A unable to find,,,,,,,,,
6740154,Cornerstone Hospital-Medical Center of Houston,2001 Hermann Drive,Houston,77004,TX,Cornerstone Healthcare Group,Non-Profit,N/A unable to find,,,,,,,,,
6740139,Cornerstone Regional Hospital,2302 Cornerstone Boulevard,Edinburg,78539-8471,TX,"Universal Health Services, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6740732,Corpus Christi Medical Center,3315 South Alameda Street,Corpus Christi,78411-1883,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6741620,Coryell Health,1507 West Main Street,Gatesville,76528-1098,TX,,Non-Profit,N/A unable to find,,,,,,,,,
6740038,Covenant Children's Hospital,4015 22nd Place,Lubbock,79410,TX,Providence St. Joseph Health,Non-Profit,2024,List of Counties,"Lubbock, Hockley, Hale",N/A,N/A,"Access to Health Care Services and Health Education, Behavioral Health challenges and access to care, Housing Instability, Economic Insecurity, Access to Dental Care, Food Insecurity, Chronic Conditions, Safe Streets/Accessible Parks and Recreation","Mental/Relational Health, Substance Misuse, Access to Care and Health Resources, Housing Instability, Food Insecurity",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2023/2023-chna-covenanthealth.pdf?rev=13da2d540bf548a5989d43921bc7be1a&hash=ACA0CD8B9699F29858E4A8D9DA1E45D2,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/2024-2026-chip-covenant-health.pdf,Veronica Soto vsoto@covhs.org
6742840,Covenant Hospital Plainview,2601 Dimmitt Road,Plainview,79072-1833,TX,Providence St. Joseph Health,Non-Profit,2023,List of Counties,Hale,N/A,N/A,"Housing Instability/Homelessness, Behavioral Health challenges and access to care, Access to health care services, Food Insecurity, Transportation, Support for Schools","Mental/Relational Health, Substance Misuse, Access to Care and Health Resources, Food Insecurity",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2023/2023-chna-covenanthospitalplainview.pdf?rev=6b9da1bb24364baabd2db0d2c8c90a76&hash=FD595B9977014276E49CDE91E68486E7,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/2024-2026-chip-covenant-hospital-plainview.pdf,Veronica Soto vsoto@covhs.org
6742250,Covenant Hospital-Levelland,1900 South College Avenue,Levelland,79336-6508,TX,Providence St. Joseph Health,Non-Profit,2023,List of Counties,Hockley ,N/A,N/A,"Behavioral Health challenges and access to care, Food Insecurity, Access to health care services, Support for Schools, Chronic Conditions, Safe and Accessible Parks/Recreation","Mental/Relational Health, Substance Misuse, Access to Care and Health Resources, Housing Instability, Food Insecurity",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2023/2023-chna-covenanthospitallevelland.pdf?rev=d83746b0d2f54945a841b0aa1e0b77e3&hash=2F3173DF640786D2F521C5E499361CF2,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/2024-2026-chip-covenant-hospital-levelland.pdf,Veronica Soto vsoto@covhs.org
6742360,Covenant Medical Center,3615 19th Street,Lubbock,79410-1203,TX,Providence St. Joseph Health,Non-Profit,2024,List of Counties,"Lubbock, Hockley, Hale",N/A,N/A,"Access to Health Care Services and Health Education, Behavioral Health challenges and access to care, Housing Instability, Economic Insecurity, Access to Dental Care, Food Insecurity, Chronic Conditions, Safe Streets/Accessible Parks and Recreation","Mental/Relational Health, Substance Misuse, Access to Care and Health Resources, Housing Instability, Food Insecurity",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2023/2023-chna-covenanthealth.pdf?rev=13da2d540bf548a5989d43921bc7be1a&hash=ACA0CD8B9699F29858E4A8D9DA1E45D2,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/2024-2026-chip-covenant-health.pdf,Veronica Soto vsoto@covhs.org
